"n_aliens","long","lat"
1,-43.6742429248989,-6.66874365258033
10,-54.1673334315419,-0.454831396040231
1000,-53.0447577964514,-2.92838795942033
1000,-54.7946060635149,1.47328372823631
10,-49.3379114102572,-4.22915870851115
1,25.9429199527949,-23.9644167502995
1000,24.0358015336096,-21.095904485119
10,20.6084905285388,-23.579036484894
100,23.3804869931191,-19.9072848645715
10,22.4218962527812,-21.4833531749154
10,20.3822378162295,-23.8088916307075
10,26.2569491285831,-22.7664836302869
100,22.4250209424645,-21.9548209277411
10,25.9646552335471,-23.3074974335649
1000,26.2023564521223,-22.6633258661844
100,21.8829204328358,-24.5681148705016
10,23.5320686828345,-21.6120267287901
10,21.5007799956948,-19.6264346959285
1000,23.5054546315223,-23.5560830442332
100,27.016842411831,-21.5241754603255
1000,22.6615960523486,-23.9294402141179
1,22.5595203973353,-20.7513773807703
10,20.9444323461503,-19.4548233276459
100,23.995126420632,-20.4767365610291
1,23.0375094059855,-24.4763876697044
1000,25.9677942562848,-24.4136050657968
1000,14.6217606961727,5.36355822069573
100,14.6443016454577,5.65663679224444
10,19.8360294196755,7.73482401171187
100,15.2301303762943,4.98930920913761
100,23.7887784652412,6.18118623475558
1,22.6659977249801,7.67119892193777
1,15.4378071986139,5.49923809456703
100,24.2589234374464,5.86759983849651
1000,19.0296515263617,8.24897596573042
100,21.5151556301862,5.68598752209851
10,-82.4638280086219,54.6194668286656
10,-86.355158071965,71.9876819301298
1000,-112.913758736104,61.3180196127212
100,-89.5552197564393,81.6716775121169
100,-120.795954884961,49.9124923093991
1000,-101.340219536796,66.4900456013728
100,-93.8916501682252,48.8023234241046
1000,-85.1107207965106,55.1940769757856
10,-121.189573500305,57.4790703786365
1000,-57.5437408033758,47.9817700981912
10,-108.07691462338,63.9729292138422
1,-73.8186806067824,68.4859088051494
1,-107.583876745775,61.8788054206855
100,-134.900063825771,62.7839519227876
100,-140.302361436188,62.8908670068811
10,-122.291878424585,56.5367163399014
100,-107.346933921799,61.9731345484165
10,-120.557152619585,65.8632883296753
10,-101.87811685726,61.1117104529429
1,-137.618713835254,64.5306182207535
100,-63.5793326888233,51.8823705080196
10,-90.3852255642414,54.3705990798646
1000,-101.633084993809,58.4963233092544
10,-64.9837447050959,54.1488220950607
1000,-117.261037174612,67.1986554167105
100,-113.18651583977,54.1866402844416
1,-138.830388681963,59.8943250588979
1,-81.3477653637528,72.7925272931317
1,-54.150144578889,47.7462986654249
100,-64.0406249463558,52.3765004211522
1000,-62.8473286796361,56.7490229641137
1,-79.9880795180798,50.4032693495405
1,-110.475670136511,50.10218985365
100,-89.9152748007327,67.6033624720986
10,-117.75174966082,53.9149754034674
1,-112.200376968831,49.0440079521109
1000,-104.102624254301,65.2053219529802
1000,-65.8731825649738,45.5313947268663
1000,-124.782859766856,64.267432761882
1,-104.411879098043,65.1028260255489
1000,-112.78065059334,59.933331129412
100,-80.3105545509607,49.8739528582893
1000,-73.8284031115472,69.9150674307233
1,-70.0725465640426,50.6972775085472
1000,-93.2811458688229,58.1825315165298
100,-68.9565146807581,57.108185302125
1000,-113.009797241539,64.9768270026839
1,-73.199618300423,61.9346595717111
100,-121.211696946993,52.2034495933225
100,-130.929678250104,58.9095244219979
1000,-69.365601176396,57.5678402923254
100,-126.980444910005,64.9819214250237
100,-94.2552046570927,68.1677176123347
1000,-94.2788797616959,58.0303219320498
1000,-125.690421145409,56.6490604263488
10,-112.413248391822,49.1992506323562
1,-137.131481347606,62.2242052816409
1,-88.4582712035626,55.1480705656946
1,-68.5663328971714,50.7297510697507
1,-66.8170447926968,48.4853708211797
10,-129.197236681357,68.6418301680729
100,-91.4366689324379,51.1254283238621
1000,-117.178520020097,49.6167780752319
100,-66.3155685178936,48.248382671418
100,-101.724692406133,51.5114914790434
100,-92.8750605136156,69.1348991488013
1000,-109.417734984308,52.8724678481198
10,-82.9647651594132,67.0172352439551
10,-82.8955224249512,51.0830484143615
10,-94.1479900572449,58.4908151650784
10,-133.77447238192,64.3908828986964
10,-98.3578517194837,63.8896551768907
100,-100.161313572899,59.7909785774613
10,-102.001819163561,67.3377436832377
100,-102.379482239485,52.6959684344603
10,-91.2981187552214,69.5400725206677
10,-104.350710902363,56.2778379519671
100,-104.748208159581,63.3670082827185
10,-104.376769987866,61.3103386429032
1000,-132.738578366116,68.5371557810589
1,-81.6757507435977,67.5434697330345
1,-69.1652856767178,51.0334893914784
1,-77.1980744507164,70.4684532238676
100,-133.987237690017,63.0014020221041
100,-83.1806118227541,54.6440352678262
1,-57.6486170198768,54.4958672562733
100,-120.415404243395,68.7719139552928
1,-122.668275749311,55.3079695311129
100,-118.262064568698,72.2418350967664
1000,-125.435286322609,49.1566327276696
1,-72.6555208023638,46.5604407187143
1,-136.199363674968,67.4589445620381
1,-126.338905021548,59.8511015326294
1000,-76.6520291659981,53.7717313511667
10,-90.434545269236,52.5848762921017
10,-93.8854995276779,62.0548299580418
1,-98.7456759251654,59.752043355489
1,-104.460930163041,60.9925035859606
1000,-71.6003905702382,49.4567824051605
1,-75.2285102661699,60.3949215989074
10,-139.421535730362,60.7197156235918
100,-100.627994304523,49.4151795145303
1000,-78.3682651631534,54.9055866245311
10,-71.8224503193051,61.2015721632814
1,-84.3071723822504,46.6868617999523
100,-55.5366451386362,47.119662406518
100,-136.987287802622,67.8571417011804
10,-120.852555362508,50.4137589172949
1,-125.33905075863,57.3291581760901
1000,-85.3550882264972,48.7384169558963
100,-117.209946792573,56.5492244238106
100,-87.756703896448,50.6000488292828
1000,-137.592103807256,59.9990964327583
1,-131.387323457748,69.8496318859236
10,-117.397693376988,60.249174174454
10,-99.8797601647675,61.84587351607
100,-107.820356469601,72.8673578835085
1,-70.454624472186,53.4847857130074
100,-87.2120957728475,50.2152936770828
1,-112.930295644328,62.6539833844395
100,-116.583322752267,49.6917386786443
1000,-94.7914896346629,76.3974298862695
1000,-118.423380330205,64.600945101334
10,-123.253968274221,71.341926597224
10,-82.3783724103123,47.4674970303969
1,-116.300449278206,58.8421015369421
10,-118.160231318325,58.5428064245807
10,-56.7700366582721,53.1163369518229
1,-115.860572615638,64.5028719526076
1000,-56.987770004198,53.3736433304781
1000,-119.473576303571,49.2943873524617
1,-63.3859642781317,50.6820345302868
1,-117.674740925431,52.6452404340894
1000,-111.110333008692,57.9507653537743
1000,-75.4310101736337,46.264395411311
10,-129.234036169946,65.5843733979641
1000,-86.9507989101112,52.7467565976673
10,-105.564673338085,52.0167173371365
1,-109.56453002058,75.9033970746377
1000,-122.33745762147,53.6803491403545
1,-106.508786017075,60.9908108917439
1000,-111.143285119906,54.3991708200085
100,-127.915752818808,60.2306460984729
10,-99.9048523977399,61.5135127162686
1,-96.8965579289943,56.5236692372975
100,-136.17625166662,66.9594053095494
10,-134.074328681454,68.9256853964698
1,-78.5890551377088,53.2450849335007
1,-107.465447997674,52.2678499805355
1000,-116.028474709019,66.1294617290411
10,-112.445455519482,68.6886139622674
1000,-128.588784523308,55.7865380280874
10,-96.0398087371141,57.1538328164793
1,-87.2361291199923,50.616596481961
100,-94.5587272848934,60.9813847086248
100,-113.788214363158,54.0026602794887
1000,-104.504291005433,53.8902243994713
1,-94.4768144655973,65.7735178757565
100,-121.50809654966,59.2023884098418
1,-96.7208424769342,66.5864964818819
1,-72.9350296128541,61.0794171841581
10,-124.63667971082,55.6175122826679
1000,-119.316376978531,67.7575970639361
100,-58.3389866072685,54.3959155905555
10,-113.757426794618,57.67285307142
1000,-90.9720433596522,55.1421042839169
10,-68.933613980189,51.6252700194161
1000,-94.0002876799554,50.7632462393406
100,-66.5202354826033,67.3169444586108
1,-104.512120541185,52.6814636098899
10,-74.1228363197297,61.2931346575979
1,-95.8636159356683,61.5061596675098
1,-136.677891053259,67.2157370969105
10,-126.113574737683,53.6318310458809
1,-55.2302885055542,48.378949376761
1000,-106.736555183306,66.6326366349881
1,-83.7215989641845,74.9080170879237
100,-73.3922509476542,48.4816661515497
1,-97.497607273981,63.3916930832047
1000,-96.4131862297654,51.9235201181178
100,-90.595132810995,49.0732004229201
100,-131.397965624928,58.1303655791486
10,-119.350524935871,55.8312548752992
1,-69.1406895685941,66.365363489482
1,-76.1287485435605,54.2146427355673
100,-91.5837021823972,79.5326616735611
100,-64.9272568803281,60.0072909429622
1,-117.923011053354,64.2827117784469
10,-109.663717187941,61.8618158007543
1,-129.143057819456,59.683865747438
10,-76.55602988787,58.3162207566838
1000,-104.422797197476,60.4478297840959
1000,-122.36259075813,49.8890809503757
1000,-103.457933608443,54.475505338191
100,-100.442649135366,66.4683251206024
1000,-81.8564349040389,73.3288155491626
100,-91.7610971163958,53.8021851152839
1000,-120.363862160593,60.4285876774228
100,-106.443122522905,70.3272215522052
1,-98.9424265176058,55.0133131845019
1000,-124.624575655907,64.4867912324832
1,-89.5487218536437,51.8598328345516
10,-74.7424133587629,53.9806978387952
100,-87.5408152397722,52.5134711702213
100,-73.0705725308508,-52.6478395677438
10,-73.5331732034683,-37.4293748797007
10,-71.0463201161474,-54.9513964839386
100,-70.4749412834644,-53.9771178129675
10,-68.3482339326292,-23.5771992201233
10,-74.7500874940306,-49.1828868417733
1000,-70.5088359396905,-54.7567080477793
10,-68.9220958203077,-19.6641248704311
10,-69.14151661098,-20.5345097742882
1000,-74.1521881520748,-47.0762614743025
1000,-70.7820173352957,-26.4321421993314
1,-70.0999653618783,-25.545052738956
10,-73.3818614948541,-37.4553290415224
10,112.650425992906,43.038197719272
1,127.91212907061,47.83745651529
100,80.3574257344007,42.3698876939399
100,89.6055865287781,42.5109536020415
10,108.07597626932,25.8846763525915
100,115.707959784195,48.2305737453188
100,122.154269702733,43.3219193289359
100,118.615280650556,28.2427839577544
1,119.570920709521,42.8681972718775
100,103.782968139276,37.5250520081328
1000,100.667825862765,26.0155259584649
100,118.170682378113,41.5750340851331
10,117.013048510998,40.9663743112857
1,76.4196784514934,37.5827343460206
1,127.115176208317,44.9439167129399
100,93.9173556212336,42.3840534954219
1000,88.2112134341151,44.1347671038787
100,104.743164684623,33.7905076798394
1,125.239660749212,43.7800807277486
1,121.77620396018,41.2219274749982
1,86.9382804539055,38.3560592825152
10,108.460604790598,34.3158630520153
100,110.781718818471,42.3475778212259
1000,89.7178765386343,29.5394786773161
10,119.396674940363,27.2795766929979
1,93.5319742374122,34.4791892908542
1000,110.090707428753,30.4634571783616
1000,133.47676159814,45.7553490500853
10,113.791374592111,42.8973669182089
1,132.132817134261,46.8557343847534
10,94.934153649956,39.8601768834655
10,102.772574722767,40.9540320297009
1000,99.5409814082086,38.2701329891762
1000,87.7197923418134,30.7473965651276
10,100.642728013918,40.8742807833846
1000,115.512068420649,42.4684240915904
100,90.7463538274169,30.5995382238525
10,110.569463046268,29.2784243397277
10,109.587133917958,30.8877735385164
1,116.246611056849,38.23011592886
1000,114.299773983657,24.8846958210711
1,114.320877352729,29.831372617354
1,109.898503096774,37.1563199177223
1000,109.567304430529,25.6276180010752
100,123.278206307441,50.465958544591
10,93.0025354307145,37.658694487324
100,99.9266154225916,35.6172223269421
100,105.318264160305,28.2440735114213
1000,120.890122298151,44.6151016811422
10,103.725374238566,41.1676905565357
100,125.892694909126,43.3393361768919
1,95.0705640111119,36.8278738951407
10,77.9684416763484,40.1943011945124
100,83.343334486708,46.972864532004
1,100.324276881292,32.6964749942341
1,102.661250140518,28.7424129089463
100,121.587206711993,42.3460461932144
1000,118.620757302269,39.7785809009108
10,115.688370270655,42.8095222545864
1000,85.0055274926126,33.1095830493596
10,86.1200611107051,31.9278859241671
1,107.516026664525,25.43011356794
1,98.388718245551,25.4818480489047
1000,89.6834371425211,34.924184743095
10,98.0737088900059,39.6251367518046
1,122.828705962747,39.6419294071521
1,118.846482289955,30.2596847840012
1000,101.903455937281,40.3383841028536
1000,116.319027263671,24.3512263053187
10,102.24625566043,25.1999856607909
1,81.1234964802861,37.245263394474
10,99.7606259118766,23.7786788288495
100,105.911968275905,38.6934860507345
100,120.333196381107,50.018448909579
10,115.692667169496,31.2620435281632
1000,80.0197474379092,37.6942381006854
1000,99.8821324110031,41.5319480438161
10,128.620987040922,46.6030491124315
100,98.3513409085572,39.5986100645527
100,95.5562073737383,40.0657915954566
1,99.9462908506393,33.3978047114517
10,115.909462161362,33.3005434683869
1000,115.552565334365,34.6129388346971
1000,113.731549764052,43.0574399494529
1000,107.287409920245,38.1252483647867
1000,107.723373910412,29.4221570267289
10,110.30711626634,28.038260025857
100,87.3408360220492,42.1855552117329
1,110.423287097365,28.0430847045297
10,126.243359036744,51.603201017227
100,114.297061348334,42.5513372791479
1000,121.832866379991,44.8023748507169
100,114.820751007646,44.4936193147643
100,117.316602403298,34.9265004996653
1000,99.0052664838731,41.0322247169238
10,110.455342093483,34.6228295303571
10,80.8320566173643,41.6511667367046
10,120.818717870861,29.9202624304408
1,117.81167817302,35.3044542103559
1000,83.2045176811516,33.045502244795
1,106.258137440309,25.1564563458785
1,119.4816347491,28.8254463369023
100,117.044703522697,35.0661815983024
1,129.727409826592,43.5907251479376
1000,106.017706068233,30.9852820185578
10,104.019605861977,26.18439822247
10,90.3608895465732,39.553876985709
1000,74.4345415290445,40.1613322430106
100,88.1127610243857,40.0869019457108
1000,83.5441946424544,35.1341844671845
100,106.753092594445,29.7673594304617
1,83.9358304347843,46.1178526458534
100,102.136472091079,42.3521211581642
1,117.171845259145,44.7030704206417
1000,89.3624686729163,28.7398032947336
10,133.19302755408,47.0757432055159
1,111.314684813842,28.3092780792607
1000,128.328384440392,42.171202302203
10,124.39523848705,48.1242790822347
10,85.5819269176573,30.7930576614654
10,116.215728940442,23.0383656427276
10,97.5008446164429,40.7335436682539
100,106.501257391647,41.8044654423988
100,91.1776625085622,39.4076541279523
10,112.615044051781,36.5931301618558
10,119.690769603476,28.4389601483366
1000,128.148238565773,44.2892863502426
1,118.545119008049,30.2070785990836
1,120.872264485806,51.0707701632956
100,103.163687065244,28.5141377713799
100,98.8075706642121,24.1196200117027
100,87.0479959622025,31.3782117833595
100,92.1266938559711,38.348437978975
1,91.3158587180078,30.9858024332661
100,108.262029541656,38.555255354026
10,80.1986826304346,31.6474258418363
10,104.143914934248,28.5498767714841
100,84.915634682402,32.9694359409452
100,100.154903428629,33.2182107003589
1,105.904502179474,32.0308593040869
1000,101.799190761521,38.7856332446693
1,97.3963719885796,35.3975069651974
100,101.889505600557,30.2065901660811
100,103.932075323537,34.8538081642615
100,75.037910817191,37.5991960322633
100,119.727986259386,41.8414283074489
100,112.958629662171,40.0048696980348
100,111.133009241894,32.1008325499645
1000,115.821417476982,37.4152908694169
100,126.695267586038,45.4159270744403
10,84.7495543118566,39.75860739965
1,92.5905873533338,30.9892349011065
1000,115.006160130724,43.4588713142029
1,77.2165604867041,36.7041405029509
1,87.4132933001965,40.4304474423527
10,79.3784015905112,39.0555760442991
10,85.8508016075939,40.7862154789565
10,109.630527952686,28.9283468129723
10,125.512223225087,46.7357916033758
10,94.1679267492145,31.9636743293949
1,120.647906083614,37.5857585035638
100,129.403325049207,47.8090668976321
1,121.023411322385,37.261388663071
1000,121.082614464685,42.5574936929073
1000,94.1834658756852,32.0995156626441
1000,87.442939421162,44.4631778908102
10,96.0821277927607,32.83690833815
1,129.412622926757,46.3009035935881
1,121.764635760337,47.6450491062721
100,98.2971679978073,38.5438172594198
1,124.631184870377,40.6871960464231
100,102.903145747259,34.9269550417629
100,102.961621088907,40.0992035486171
100,100.742597552016,25.2575692187904
10,114.108644546941,39.7521093423202
100,83.7359226308763,34.8167964965113
100,87.8377796150744,43.6188498399582
1000,118.007803643122,35.527387660479
1,78.1173494551331,39.9741974846434
10,111.075783306733,30.6580215721753
100,109.348051026464,29.1023332515926
1,-7.16659259051085,5.51044620564931
1,-4.4463802780956,8.23021003491947
1000,-6.29682253114879,8.81089411751461
1000,-3.12754162587225,9.59228360749282
1,-6.56442518346012,6.77825398502713
100,-7.00843865051866,6.9986847205433
100,-6.80238858796656,7.87998084452774
1,-5.8625547029078,7.00105947656257
10,-2.70337876863778,8.63828826188233
1000,14.1671183891594,5.03638087649776
1000,10.9894245676696,5.29074566900707
100,12.4139864277095,2.71605995168945
10,13.2009824272245,3.60319558444622
1,12.7619040571153,3.41682221762469
1000,9.83860258944333,5.82886478687417
100,11.8298857100308,2.61891545967922
1,27.4423115886748,-4.27574874653899
1000,17.1654337830842,-1.58439305954245
100,28.2221859041601,-10.130463761532
10,22.8747476823628,-8.98802961178527
100,20.3028329461813,3.91831297580549
1000,29.059276599437,-5.64053184593923
100,23.4330062381923,-6.81533439752114
100,17.662281319499,-4.57755698737948
100,20.6316576898098,-4.63796129439926
100,17.2018949780613,-6.95868709240515
100,28.6501517985016,0.352507780003112
1,26.3634278811514,-10.7207943263738
1,23.2479558605701,3.89962190283871
10,18.5330863762647,2.58625355534754
100,25.0805946160108,-10.1163164330326
100,21.075450880453,-6.78421895602628
1,29.1791072208434,-8.06018678489165
1,27.5659201014787,-10.9858752032502
10,24.5541185606271,0.66821935809457
1,19.0944604855031,-3.90614350293088
1000,20.5681813694537,-4.31744232565035
1,21.0814558435231,-3.66146890944201
1000,26.7092867475003,-7.48381183750932
1000,23.2377424277365,4.23063562438664
1,17.0558003336191,-4.56667754706947
100,23.7369455303997,-3.76153167258434
10,26.8409919273108,-1.56319648284216
1000,17.8304070420563,-5.71526032681851
1000,25.1254938729107,-7.64373840358031
1,26.7004119046032,-8.09408724787263
1,21.2655020691454,3.77975917659792
1000,25.6694399099797,-6.39632404234972
100,18.9189481269568,-2.38830793911283
1000,27.5952394958586,-1.59139808081583
1,29.0581497363746,0.884738677130906
1000,23.2200791593641,-0.460384330180083
10,17.6198485214263,-5.00723656489222
1,20.0852047931403,-6.29223226775143
100,21.937736235559,-8.53857112038917
100,28.9825128670782,-4.24036964196717
100,16.3487275410444,-2.84293785330414
1000,27.9032835736871,-1.86352263406031
10,16.4937058836222,-2.5667558261156
10,26.8876934610307,-7.3417612316999
100,25.1876809727401,0.946834205326364
1,14.4535224884748,-2.35970061838513
10,16.4616299327463,-1.20488380030096
10,12.4595516268164,-2.63255112073447
10,-68.6726318579167,2.42002366512537
1,-74.2103229369968,9.23357258222135
100,-72.96471118927,1.03137656433542
1,-73.7040620204061,10.3810720419442
10,-74.4616389647126,9.86556857683945
10,-71.9825013354421,-2.18468828019455
100,-77.088532699272,8.56957127160422
1000,-74.9829952698201,7.78566717451297
1000,-73.2206059992313,10.4878260732347
1000,-69.4195032678545,0.709043173193414
10,-70.599294193089,-1.78109621221858
1000,-73.2488102652133,11.1751557444749
1,-74.7450416721404,9.03854264893881
1000,-76.8768751434982,2.89084419529542
100,-70.610032165423,6.69226841573945
1000,-76.3497814256698,1.78278395171284
1000,-85.4385440703481,10.3648326904933
1,-76.9819687027484,20.1099027696617
1000,15.9722582995892,50.0588759095546
1000,9.26805230788887,52.2642022808427
10,8.1393563747406,48.3378346725325
100,10.2148672286421,52.6302861697683
1,9.45754366926849,52.7652698138265
1,6.8155022431165,51.4935250634524
1000,8.57283504679799,50.0190252981212
100,8.8395078945905,48.6182400155276
1000,12.0063745602965,55.2739279953762
100,9.09873015247285,55.756427153849
10,-71.5444204118103,18.7078704397798
1000,4.47796530090272,36.6867715385343
1,7.18389845453203,25.9459021639411
1000,7.34870402142406,27.8542408898855
1000,1.42401494085789,25.1357904788666
10,0.8867755997926,23.028548862487
1,7.39295158535242,27.639742952521
1000,9.37941955402493,24.6855055279812
1,1.34552503935993,29.2848883237855
1,3.64537082612514,21.7658380573223
1,3.51698320358992,22.2611609624508
100,6.02457856759429,23.1165537404945
1000,-1.39633529819548,28.9949989846118
10,6.25479633919895,27.7228958708356
1000,1.35245276615024,30.5150932415929
10,-8.46879811026156,28.7237591596086
1000,5.66156957298517,35.2210261035467
1000,6.70824992470443,32.7851264717546
1000,9.14549890905619,27.0342604658146
10,3.58468919992447,30.1348723441722
100,-3.6196481063962,28.7275003102604
100,0.0152265653014183,34.9674039493752
10,6.96679634973407,24.4739571659418
1000,4.69648185186088,33.8136268265706
1,5.42919798754156,20.9665384988848
100,8.29614364542067,27.4883671460588
10,-2.02511952258646,28.7848691979887
1000,-1.02096391841769,33.3713868033442
1,-1.60804230719805,25.0043306866975
1000,6.93502047099173,36.829776954464
1,6.60340036265552,20.7251239127311
1,9.26225211471319,25.1281860142086
1,3.565075378865,35.5345568399
100,1.61545635201037,31.610125013421
1,6.93519121035933,21.4039500413997
1000,3.36041813716292,19.3307793854664
1000,-3.685991037637,26.1273453571087
100,3.87896516360343,25.6019870393898
1000,6.58605434931815,30.1401733966119
1,-4.39241465181112,25.7897623122458
10,-6.00518217310309,25.813722954346
10,9.26028152927756,23.2039804566501
10,1.92766036838293,34.3381644324238
1000,-3.55042146518826,29.0103526362662
1000,4.44687891751528,33.9815189032412
1000,1.57827875576913,31.5842684924286
10,-1.68356853537261,27.4065960911003
100,1.35140385478735,21.8701796621901
100,7.13412679731846,34.8799013255848
1000,1.2963505089283,36.2044875662593
1000,-77.2771989461035,-1.14017893860106
1,-79.695524442941,-3.25027430907349
10,-77.8307933919132,-2.05242071550236
100,33.964377483353,22.4511202975083
100,29.4843736197799,24.6326170095585
10,29.4255583919585,25.4878820527721
10,28.8625807408243,26.3223018677671
1,34.1763627715409,29.4986530382841
10,32.2079872246832,22.2283153150947
1,32.3843020666391,31.1311725493674
1,29.5320836640894,25.8709124293761
10,27.9821550194174,23.6853009722921
1,31.6619649063796,28.4830678399282
100,28.0017535015941,27.7477113942512
1000,32.1643341891468,23.0515873587347
1000,25.3473429847509,29.2679654861106
10,25.8865287713706,30.8176943301234
1,33.6242732126266,30.8437521446287
10,29.5729423407465,24.1777761450558
1,29.1129049379379,29.0665913549679
10,25.9353535249829,29.2614743747509
100,32.8359806165099,25.7562819058254
1,28.0352731514722,23.5701411870982
10,32.2574220132083,22.392235778295
1,34.7540697734803,23.2772372092949
1000,25.9475623536855,26.2577397223018
100,38.1099018361419,15.8759040529062
1000,36.4310540724546,15.1110427999815
1,-10.2567491680384,26.0323106991172
1000,-13.7082304805517,23.5591672511591
1000,-11.9806862901896,24.075973767423
100,-13.0095931515098,24.2158286669071
1000,-12.4790255539119,24.6159327411022
1,-9.38945160247386,26.0760140046908
10,-10.5870777089149,26.8477870312725
100,2.22256740555167,41.7689999161857
1000,-3.87389184907079,37.720030434246
100,-4.96460946276784,41.5541432785127
10,-2.93003741651773,42.7395104464651
1000,-7.76731093414128,43.0347089521351
1000,-5.32856837846339,40.8246781756461
1,-3.44340895302594,42.4105091547005
100,-0.501837702468038,38.9518675113219
100,-1.66496062651277,40.9138402559706
100,-5.55763514712453,38.4771224283444
10,-4.85716134309769,40.9942110647464
10,-3.07726722210646,39.5807024987281
1000,-8.66487639024854,42.7618880709035
100,-2.67841720953584,39.0281554056961
1000,36.9795198831707,8.72081805158699
100,36.5989957284182,8.78139004667101
10,41.9685169123113,8.04949733529697
1000,43.3787924051285,9.42654243127485
1000,43.9973485283554,5.46897558599913
10,40.7615695428103,10.6367951645916
1,40.0621106196195,11.1081045192656
10,39.9408810585737,5.67160180470014
100,38.1030042842031,4.84997241739837
10,37.4164853431284,11.8135632308601
1000,39.0640485752374,5.86451527718311
100,37.2057373914868,9.74133163805242
1000,40.3440139722079,11.1506996360176
10,41.5213711280376,4.85998096345442
1000,42.5591467134655,4.27855191512697
1000,45.6646981649101,7.39601487937787
100,40.7175981625915,13.6494720416054
1,37.0600233692676,9.38069061735394
10,44.3732972536236,5.91560089202236
10,34.5415340457112,7.44314730017863
1,42.4222574941814,5.05022266867124
1000,37.5907249096781,6.81829785121407
100,38.2705830037594,4.51041229555114
1000,37.6552292704582,13.6516459779944
10,29.3423500657082,65.6324676149877
100,26.9895766675472,65.6301461455518
100,23.7967351544648,61.5316471571647
1000,27.0596746914089,62.7289853172405
1000,30.4809493012726,62.3976651623698
10,29.917547525838,62.4454569038856
1,26.1315623112023,62.835184892967
100,26.3775111548603,60.8066024356826
100,178.735220935196,-16.7943199233933
100,3.60525143332779,45.5679575746039
10,-52.3553372081369,3.10283033401635
100,5.73075958527625,47.5373618996996
100,2.3422846198082,46.6732292560801
1000,6.58026002347469,47.7845018088167
100,3.16207741387188,44.1443435998074
1000,4.75508568808436,46.4817801563433
100,2.27879187092185,45.2814876697437
1000,5.79372972249985,47.6485184371374
1,-3.7711442168802,48.5093042751
1000,5.07490457966924,44.2323462277446
1,4.95506859384477,45.5801933009131
1000,-0.728917457163334,45.95843491254
100,-53.5987702477723,2.54078465182781
10,5.96461359411478,43.73918497887
100,3.40049335733056,44.1873149959788
10,-3.47943454049528,48.3440463018308
10,13.6839372944087,-1.0026906131747
1,11.1122583411634,-3.62584365344178
1000,11.4020328875631,-0.716231436089431
1,11.0160397086293,-2.57864911457788
1,-6.69811704196036,54.4131376725035
10,0.849037673324347,52.3432446856785
10,41.1947670858353,43.1806120070827
10,0.102786524221301,6.56036952844135
10,0.415523629635572,9.02981040998115
10,-1.01434405893087,6.45674237244754
1,-12.485580118373,11.0830182602744
10,-16.2165350373834,11.8695744253446
1000,-14.039480695501,12.2727517252708
100,-16.1976558063179,12.1788565310968
1,22.6595102995634,39.2912197771086
10,21.5134287066758,39.737649565934
1,21.8161639384925,36.7784034887496
1000,24.7762370668352,35.2500476954062
10,23.1139884050936,38.7526928666995
10,-27.6217928621918,72.9880305969859
1,-39.2803131602705,73.1064157299374
1000,-23.5373298358172,76.0759202340659
10,-47.6833705790341,71.1363477716051
10,-45.475551886484,77.2587675328309
1000,-51.9466860685498,69.8367106640832
1,-47.8768997546285,77.2228126435703
1,-26.3143346551806,73.2880961490335
10,-35.0124153681099,71.7379087043233
1,-42.7464894577861,67.1281432329807
100,-63.2815836835653,76.8518187368751
1,-51.9176879525185,66.8299608163694
1,-52.4862093105912,66.3415168847602
10,-34.2330861277878,68.5491858938166
10,-39.0604324545711,79.3474689956854
10,-38.9530419185758,76.5616203657521
1,-37.6634425297379,68.4024875531282
10,-50.4044537711889,71.1703407476033
100,-34.58306344226,67.7159204220919
1000,-43.6019143089652,82.3819870653174
1000,-50.4875818826258,75.3233900126301
1,-16.4970889873803,80.8648193806256
100,-45.6390380579978,65.0978811222177
1000,-55.6399676855654,79.4085610577533
10,-30.9790294803679,77.6606722483757
1000,-35.6819453649223,68.9827770469394
100,-42.9352236818522,75.2437131523808
100,-48.0234512966126,79.4834990973051
100,-27.2589666768909,78.3976290559036
100,-40.5874966084957,76.2440999330743
10,-57.7478306740522,77.5739812439662
100,-56.5965794585645,78.0144021873153
100,-39.3926773499697,77.9487762695935
10,-45.1637065317482,69.6994750106464
1,-40.7952383905649,74.2417634384858
100,-54.9776998534799,79.0080434458359
100,-49.2428644001484,67.3183152112882
1,-29.5189911313355,71.969927566572
1000,-50.9905743598938,69.1689259468426
100,-46.8583961762488,70.1727359791188
1,-28.3936922997236,69.0340511913719
100,-43.2353937160224,69.3922960945657
1,-49.0379143785685,67.7303339303582
1000,-45.6869400478899,81.5247945547292
1000,-49.1613272577524,75.3537495465971
1,-36.9614590611309,79.9644244910703
10,-25.370373185724,75.2841342188936
100,-46.9816775433719,70.8557475799158
1,-47.6731512788683,72.5346707935678
10,-28.8731840997934,74.3605365180423
100,-37.4410017393529,68.2894120802038
100,-54.5176311023533,81.3539724152898
100,-40.1075091864914,69.6434135032572
10,-46.713642468676,63.1682174854818
1000,-26.4258286356926,79.1765310402035
1,-38.5804889537394,68.929963244274
1,-89.6832467056811,16.1767916819265
1000,-89.4611902255565,15.7969265579782
10,-90.1891934685409,15.8805433655181
1000,-89.5796507410705,16.0186643868022
10,-90.474441787228,16.4630113740474
1,-90.4593023937196,17.135914574233
100,-58.5004374850541,6.04682166961384
10,-58.8377545215189,2.1342059045828
1000,-88.8051540870219,15.0841842560963
