gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2235615530	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6294419267387392	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.340278	-76.313889			3431.0				2016-08-13T00:00:00	13	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:43.004Z		COORDINATE_ROUNDED
2235615529	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	4928825825689600	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.914167	-76.595833			2987.0				2016-09-22T00:00:00	22	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.995Z		COORDINATE_ROUNDED
2235615527	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5139394985984000	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.338333	-76.315833			3479.0				2016-08-13T00:00:00	13	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.999Z		COORDINATE_ROUNDED
2235615525	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	4781491267567616	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.936667	-76.592778			3294.0				2016-09-09T00:00:00	9	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.998Z		COORDINATE_ROUNDED
2235615524	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	4992597500100608	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.349167	-76.400278			2976.0				2016-09-06T00:00:00	6	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.976Z		COORDINATE_ROUNDED
2235615523	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5766653686054912	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.943611	-76.609167			3235.0				2016-09-06T00:00:00	6	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.978Z		COORDINATE_ROUNDED
2235615522	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	4514872381407232	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.229884	-76.563061			3379.0				2016-11-23T00:00:00	23	11	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.973Z		COORDINATE_ROUNDED
2235615521	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	4805680523378688	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.221253	-76.580507			3338.0				2016-12-02T00:00:00	2	12	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.976Z		COORDINATE_ROUNDED
2235615519	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5192171544117248	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.217083	-76.575417			3403.0				2016-10-27T00:00:00	27	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.971Z		COORDINATE_ROUNDED
2235615518	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5913988244176896	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.915	-76.621111			3167.0				2016-09-16T00:00:00	16	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.971Z		COORDINATE_ROUNDED
2235615517	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6546769869537280	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.337778	-76.315833			3417.0				2016-08-13T00:00:00	13	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.972Z		COORDINATE_ROUNDED
2235615516	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5421407034933248	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.879444	-76.648056			3401.0				2016-10-06T00:00:00	6	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.973Z		COORDINATE_ROUNDED
2235615513	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6230647592976384	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.234578	-76.400133			3481.0				2016-10-14T00:00:00	14	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.985Z		COORDINATE_ROUNDED
2235615512	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6370848009093120	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.939167	-76.591667			3263.0				2016-09-06T00:00:00	6	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.986Z		COORDINATE_ROUNDED
2235615511	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5438462148739072	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.17	-76.468392			3097.0				2016-10-06T00:00:00	6	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.984Z		COORDINATE_ROUNDED
2235615509	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	4752903965245440	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.176638	-76.596963			3411.0				2016-11-11T00:00:00	11	11	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.980Z		COORDINATE_ROUNDED
2235615508	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6511585497448448	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.333333	-76.360833			3455.0				2016-08-31T00:00:00	31	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.979Z		COORDINATE_ROUNDED
2235615507	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6740283916025856	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.214442	-76.580849			3381.0				2016-11-23T00:00:00	23	11	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.979Z		COORDINATE_ROUNDED
2235615506	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5016249683673088	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.166667	-76.483333			3024.0				2016-10-10T00:00:00	10	10	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.983Z		COORDINATE_ROUNDED
2235615505	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5977759918587904	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.331111	-76.345			3456.0				2016-08-31T00:00:00	31	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.984Z		COORDINATE_ROUNDED
2235615504	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5051434055761920	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.216268	-76.582614			3241.0				2016-11-23T00:00:00	23	11	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.982Z		COORDINATE_ROUNDED
2235615503	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5315853918666752	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.217885	-76.576222			3420.0				2016-11-11T00:00:00	11	11	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.983Z		COORDINATE_ROUNDED
2235615501	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5209763730161664	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.366389	-76.308889			3226.0				2016-07-27T00:00:00	27	7	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.965Z		COORDINATE_ROUNDED
2235615500	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	4746306895478784	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.338333	-76.315833			3479.0				2016-08-13T00:00:00	13	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.963Z		COORDINATE_ROUNDED
2235615499	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6599546427670528	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.177968	-76.581868			3303.0				2016-11-11T00:00:00	11	11	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.906Z		COORDINATE_ROUNDED
2235615498	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5491775779110912	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.925833	-76.600278			3446.0				2016-09-30T00:00:00	30	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.916Z		COORDINATE_ROUNDED
2235615496	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5280132474339328	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.335833	-76.299167			3217.0				2016-08-15T00:00:00	15	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.908Z		COORDINATE_ROUNDED
2235615495	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5087155500089344	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.220844	-76.581078			3456.0				2016-12-02T00:00:00	2	12	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.910Z		COORDINATE_ROUNDED
2235615494	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	4851860011745280	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.324444	-76.286667			3228.0				2016-08-23T00:00:00	23	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.930Z		COORDINATE_ROUNDED
2235615493	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	4681998148829184	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.331111	-76.345			3456.0				2016-08-31T00:00:00	31	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.936Z		COORDINATE_ROUNDED
2235615492	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	4805143451140096	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.915	-76.621111			3167.0				2016-09-16T00:00:00	16	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.921Z		COORDINATE_ROUNDED
2235615491	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6582491313864704	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.17546	-76.584711			3313.0				2016-11-11T00:00:00	11	11	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.927Z		COORDINATE_ROUNDED
2235615490	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6019004288204800	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.936667	-76.592778			3294.0				2016-09-09T00:00:00	9	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.937Z		COORDINATE_ROUNDED
2235615488	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5667160567316480	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.318611	-76.280278			3477.0				2016-08-23T00:00:00	23	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.836Z		COORDINATE_ROUNDED
2235615487	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5351038290755584	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.918333	-76.614722			3452.0				2016-09-16T00:00:00	16	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.846Z		COORDINATE_ROUNDED
2235615486	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	4717182520918016	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.334722	-76.294444			3267.0				2016-08-15T00:00:00	15	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.850Z		COORDINATE_ROUNDED
2235615485	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5244948102250496	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	1.946389	-76.609444			3216.0				2016-09-06T00:00:00	6	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.839Z		COORDINATE_ROUNDED
2235615484	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	5731469313966080	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.3875	-76.310278			3267.0				2016-08-05T00:00:00	5	8	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.842Z		COORDINATE_ROUNDED
2235615483	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	6399972383653888	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.353056	-76.391389			2897.0				2016-09-06T00:00:00	6	9	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.856Z		COORDINATE_ROUNDED
2235615482	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	4769959079051264	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.219066	-76.576248			3399.0				2016-11-11T00:00:00	11	11	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.858Z		COORDINATE_ROUNDED
2235615481	2eaa0ff5-7217-4827-a6b1-5aadcecb4f0e	4524205546668032	Animalia	Chordata	Mammalia	Perissodactyla	Tapiridae	Tapirus	Tapirus pinchaque		SPECIES	Tapirus pinchaque (Roulin, 1829)	Tapirus pinchaque	(Roulin, 1829)	CO	Parque Nacional Natural Puracé		PRESENT		ab13adb9-ce23-444d-87c9-ce41f03ef2b3	2.235444	-76.556939			2937.0				2016-11-23T00:00:00	23	11	2016	2440899	2440899	HUMAN_OBSERVATION	Parques Nacionales Naturales de Colombia						CC_BY_NC_4_0	Parques Nacionales Naturales de Colombia				2020-09-01T14:37:42.853Z		COORDINATE_ROUNDED
